work_year,experience_level,employment_type,job_title,salary,salary_currency,employee_residence,remote_ratio,remote_work_type,company_location,company_size,job_category,exchange_rate,salary_in_usd,experience_level_description,employment_type_description,country_name
2021,MI,FT,Machine Learning Engineer,43200.0,EUR,IT,50,Hybird,IT,L,Machine Learning,1.0093,42802.0,Mid-level (Junior),Full-time,Italy
2020,EN,PT,Data Scientist,19000.0,EUR,IT,50,Hybird,IT,S,Data Science,0.876,21689.0,Entry-level,Part-time,Italy
2020,EN,PT,Data Scientist,19000.0,EUR,IT,50,Hybird,IT,S,Data Science,0.845,22485.0,Entry-level,Part-time,Italy
2020,EN,PT,Data Scientist,19000.0,EUR,IT,50,Hybird,IT,S,Data Science,1.0093,18825.0,Entry-level,Part-time,Italy
2022,MI,FT,Head of Data,30000.0,EUR,EE,100,Fully remote,EE,S,Leadership (DS),0.876,34247.0,Mid-level (Junior),Full-time,Estonia
2022,MI,FT,Head of Data,30000.0,EUR,EE,100,Fully remote,EE,S,Leadership (DS),0.845,35503.0,Mid-level (Junior),Full-time,Estonia
2022,MI,FT,Head of Data,30000.0,EUR,EE,100,Fully remote,EE,S,Leadership (DS),1.0093,29724.0,Mid-level (Junior),Full-time,Estonia
2020,MI,FT,Product Data Analyst,20000.0,USD,HN,0,On-site only,HN,S,Data Analyst,1.0,20000.0,Mid-level (Junior),Full-time,Honduras
2020,MI,FT,Data Analyst,8000.0,USD,PK,50,Hybird,PK,L,Data Analyst,1.0,8000.0,Mid-level (Junior),Full-time,Pakistan
2022,EN,FT,Data Analytics Engineer,20000.0,USD,PK,0,On-site only,PK,M,Data Engineering,1.0,20000.0,Entry-level,Full-time,Pakistan
2021,MI,FL,Machine Learning Scientist,12000.0,USD,PK,50,Hybird,PK,M,Machine Learning,1.0,12000.0,Mid-level (Junior),Freelance,Pakistan
2020,MI,FT,Lead Data Scientist,115000.0,USD,AE,0,On-site only,AE,L,Data Science,1.0,115000.0,Mid-level (Junior),Full-time,United Arab Emirates
2022,SE,FT,Machine Learning Engineer,120000.0,USD,AE,100,Fully remote,AE,S,Machine Learning,1.0,120000.0,Senior-level (Intermediate),Full-time,United Arab Emirates
2022,SE,FT,Machine Learning Engineer,65000.0,USD,AE,100,Fully remote,AE,S,Machine Learning,1.0,65000.0,Senior-level (Intermediate),Full-time,United Arab Emirates
2021,MI,FT,Data Scientist,50000.0,USD,NG,100,Fully remote,NG,L,Data Science,1.0,50000.0,Mid-level (Junior),Full-time,Nigeria
2020,EN,FT,Data Analyst,10000.0,USD,NG,100,Fully remote,NG,S,Data Analyst,1.0,10000.0,Entry-level,Full-time,Nigeria
2021,MI,FT,Data Engineer,4000.0,USD,IR,100,Fully remote,IR,M,Data Engineering,1.0,4000.0,Mid-level (Junior),Full-time,Iran
2021,MI,FT,Machine Learning Engineer,74000.0,USD,JP,50,Hybird,JP,S,Machine Learning,1.0,74000.0,Mid-level (Junior),Full-time,Japan
2021,MI,FT,ML Engineer,7000000.0,JPY,JP,50,Hybird,JP,S,Machine Learning,106.775,65558.0,Mid-level (Junior),Full-time,Japan
2021,MI,FT,ML Engineer,7000000.0,JPY,JP,50,Hybird,JP,S,Machine Learning,109.754,63779.0,Mid-level (Junior),Full-time,Japan
2021,MI,FT,ML Engineer,7000000.0,JPY,JP,50,Hybird,JP,S,Machine Learning,142.9918,48954.0,Mid-level (Junior),Full-time,Japan
2021,MI,FT,ML Engineer,8500000.0,JPY,JP,50,Hybird,JP,S,Machine Learning,106.775,79607.0,Mid-level (Junior),Full-time,Japan
2021,MI,FT,ML Engineer,8500000.0,JPY,JP,50,Hybird,JP,S,Machine Learning,109.754,77446.0,Mid-level (Junior),Full-time,Japan
2021,MI,FT,ML Engineer,8500000.0,JPY,JP,50,Hybird,JP,S,Machine Learning,142.9918,59444.0,Mid-level (Junior),Full-time,Japan
2020,EN,FT,Data Engineer,4450000.0,JPY,JP,100,Fully remote,JP,S,Data Engineering,106.775,41676.0,Entry-level,Full-time,Japan
2020,EN,FT,Data Engineer,4450000.0,JPY,JP,100,Fully remote,JP,S,Data Engineering,109.754,40545.0,Entry-level,Full-time,Japan
2020,EN,FT,Data Engineer,4450000.0,JPY,JP,100,Fully remote,JP,S,Data Engineering,142.9918,31121.0,Entry-level,Full-time,Japan
2020,SE,FT,Machine Learning Scientist,260000.0,USD,JP,0,On-site only,JP,S,Machine Learning,1.0,260000.0,Senior-level (Intermediate),Full-time,Japan
2021,SE,FT,Director of Data Science,168000.0,USD,JP,0,On-site only,JP,S,Leadership (DS),1.0,168000.0,Senior-level (Intermediate),Full-time,Japan
2021,MI,FT,Big Data Engineer,18000.0,USD,MD,0,On-site only,MD,S,Data Engineering,1.0,18000.0,Mid-level (Junior),Full-time,Moldova
2021,MI,FT,Research Scientist,69999.0,USD,CZ,50,Hybird,CZ,L,Research,1.0,69999.0,Mid-level (Junior),Full-time,Czech Republic
2022,EN,CT,Applied Machine Learning Scientist,29000.0,EUR,TN,100,Fully remote,CZ,M,Machine Learning,0.876,33105.0,Entry-level,Contract,Czech Republic
2022,EN,CT,Applied Machine Learning Scientist,29000.0,EUR,TN,100,Fully remote,CZ,M,Machine Learning,0.845,34320.0,Entry-level,Contract,Czech Republic
2022,EN,CT,Applied Machine Learning Scientist,29000.0,EUR,TN,100,Fully remote,CZ,M,Machine Learning,1.0093,28733.0,Entry-level,Contract,Czech Republic
2022,MI,FT,Principal Data Analyst,75000.0,USD,CA,100,Fully remote,CA,S,Data Analyst,1.0,75000.0,Mid-level (Junior),Full-time,Canada
2022,MI,FT,Data Analyst,85000.0,USD,CA,0,On-site only,CA,M,Data Analyst,1.0,85000.0,Mid-level (Junior),Full-time,Canada
2022,MI,FT,Data Analyst,75000.0,USD,CA,0,On-site only,CA,M,Data Analyst,1.0,75000.0,Mid-level (Junior),Full-time,Canada
2021,MI,FT,Research Scientist,235000.0,CAD,CA,100,Fully remote,CA,L,Research,1.341,175242.0,Mid-level (Junior),Full-time,Canada
2021,MI,FT,Research Scientist,235000.0,CAD,CA,100,Fully remote,CA,L,Research,1.254,187400.0,Mid-level (Junior),Full-time,Canada
2021,MI,FT,Research Scientist,235000.0,CAD,CA,100,Fully remote,CA,L,Research,1.3315,176493.0,Mid-level (Junior),Full-time,Canada
2021,MI,FT,Data Scientist,95000.0,CAD,CA,100,Fully remote,CA,L,Data Science,1.341,70843.0,Mid-level (Junior),Full-time,Canada
2021,MI,FT,Data Scientist,95000.0,CAD,CA,100,Fully remote,CA,L,Data Science,1.254,75758.0,Mid-level (Junior),Full-time,Canada
2021,MI,FT,Data Scientist,95000.0,CAD,CA,100,Fully remote,CA,L,Data Science,1.3315,71348.0,Mid-level (Junior),Full-time,Canada
2022,MI,FT,Machine Learning Developer,100000.0,CAD,CA,100,Fully remote,CA,M,Machine Learning,1.341,74571.0,Mid-level (Junior),Full-time,Canada
2022,MI,FT,Machine Learning Developer,100000.0,CAD,CA,100,Fully remote,CA,M,Machine Learning,1.254,79745.0,Mid-level (Junior),Full-time,Canada
2022,MI,FT,Machine Learning Developer,100000.0,CAD,CA,100,Fully remote,CA,M,Machine Learning,1.3315,75103.0,Mid-level (Junior),Full-time,Canada
2022,MI,FT,Business Data Analyst,90000.0,CAD,CA,50,Hybird,CA,L,Data Analyst,1.341,67114.0,Mid-level (Junior),Full-time,Canada
2022,MI,FT,Business Data Analyst,90000.0,CAD,CA,50,Hybird,CA,L,Data Analyst,1.254,71770.0,Mid-level (Junior),Full-time,Canada
2022,MI,FT,Business Data Analyst,90000.0,CAD,CA,50,Hybird,CA,L,Data Analyst,1.3315,67593.0,Mid-level (Junior),Full-time,Canada
2022,MI,FT,Data Scientist,88000.0,CAD,CA,100,Fully remote,CA,M,Data Science,1.341,65623.0,Mid-level (Junior),Full-time,Canada
2022,MI,FT,Data Scientist,88000.0,CAD,CA,100,Fully remote,CA,M,Data Science,1.254,70175.0,Mid-level (Junior),Full-time,Canada
2022,MI,FT,Data Scientist,88000.0,CAD,CA,100,Fully remote,CA,M,Data Science,1.3315,66091.0,Mid-level (Junior),Full-time,Canada
2022,EN,FT,Data Analyst,67000.0,USD,CA,0,On-site only,CA,M,Data Analyst,1.0,67000.0,Entry-level,Full-time,Canada
2022,EN,FT,Data Analyst,52000.0,USD,CA,0,On-site only,CA,M,Data Analyst,1.0,52000.0,Entry-level,Full-time,Canada
2022,EN,FT,Data Scientist,66500.0,CAD,CA,100,Fully remote,CA,L,Data Science,1.341,49590.0,Entry-level,Full-time,Canada
2022,EN,FT,Data Scientist,66500.0,CAD,CA,100,Fully remote,CA,L,Data Science,1.254,53030.0,Entry-level,Full-time,Canada
2022,EN,FT,Data Scientist,66500.0,CAD,CA,100,Fully remote,CA,L,Data Science,1.3315,49944.0,Entry-level,Full-time,Canada
2021,SE,FT,Machine Learning Scientist,225000.0,USD,US,100,Fully remote,CA,L,Machine Learning,1.0,225000.0,Senior-level (Intermediate),Full-time,Canada
2022,SE,FT,Data Architect,192400.0,USD,CA,100,Fully remote,CA,M,Data Architect,1.0,192400.0,Senior-level (Intermediate),Full-time,Canada
2022,SE,FT,Data Architect,90700.0,USD,CA,100,Fully remote,CA,M,Data Architect,1.0,90700.0,Senior-level (Intermediate),Full-time,Canada
2022,SE,FT,Data Analyst,130000.0,USD,CA,100,Fully remote,CA,M,Data Analyst,1.0,130000.0,Senior-level (Intermediate),Full-time,Canada
2022,SE,FT,Data Analyst,61300.0,USD,CA,100,Fully remote,CA,M,Data Analyst,1.0,61300.0,Senior-level (Intermediate),Full-time,Canada
2020,SE,FT,Machine Learning Manager,157000.0,CAD,CA,50,Hybird,CA,L,Leadership (ML),1.341,117077.0,Senior-level (Intermediate),Full-time,Canada
2020,SE,FT,Machine Learning Manager,157000.0,CAD,CA,50,Hybird,CA,L,Leadership (ML),1.254,125199.0,Senior-level (Intermediate),Full-time,Canada
2020,SE,FT,Machine Learning Manager,157000.0,CAD,CA,50,Hybird,CA,L,Leadership (ML),1.3315,117912.0,Senior-level (Intermediate),Full-time,Canada
2021,SE,FT,Data Science Engineer,159500.0,CAD,CA,50,Hybird,CA,L,Data Engineering,1.341,118941.0,Senior-level (Intermediate),Full-time,Canada
2021,SE,FT,Data Science Engineer,159500.0,CAD,CA,50,Hybird,CA,L,Data Engineering,1.254,127193.0,Senior-level (Intermediate),Full-time,Canada
2021,SE,FT,Data Science Engineer,159500.0,CAD,CA,50,Hybird,CA,L,Data Engineering,1.3315,119790.0,Senior-level (Intermediate),Full-time,Canada
2021,SE,FT,Research Scientist,120500.0,CAD,CA,50,Hybird,CA,L,Research,1.341,89858.0,Senior-level (Intermediate),Full-time,Canada
2021,SE,FT,Research Scientist,120500.0,CAD,CA,50,Hybird,CA,L,Research,1.254,96093.0,Senior-level (Intermediate),Full-time,Canada
2021,SE,FT,Research Scientist,120500.0,CAD,CA,50,Hybird,CA,L,Research,1.3315,90499.0,Senior-level (Intermediate),Full-time,Canada
2021,SE,FT,Data Scientist,110000.0,CAD,CA,100,Fully remote,CA,S,Data Science,1.341,82028.0,Senior-level (Intermediate),Full-time,Canada
2021,SE,FT,Data Scientist,110000.0,CAD,CA,100,Fully remote,CA,S,Data Science,1.254,87719.0,Senior-level (Intermediate),Full-time,Canada
2021,SE,FT,Data Scientist,110000.0,CAD,CA,100,Fully remote,CA,S,Data Science,1.3315,82614.0,Senior-level (Intermediate),Full-time,Canada
2021,SE,FT,Data Analyst,90000.0,CAD,CA,100,Fully remote,CA,M,Data Analyst,1.341,67114.0,Senior-level (Intermediate),Full-time,Canada
2021,SE,FT,Data Analyst,90000.0,CAD,CA,100,Fully remote,CA,M,Data Analyst,1.254,71770.0,Senior-level (Intermediate),Full-time,Canada
2021,SE,FT,Data Analyst,90000.0,CAD,CA,100,Fully remote,CA,M,Data Analyst,1.3315,67593.0,Senior-level (Intermediate),Full-time,Canada
2021,SE,FT,Data Scientist,130000.0,CAD,CA,100,Fully remote,CA,L,Data Science,1.341,96943.0,Senior-level (Intermediate),Full-time,Canada
2021,SE,FT,Data Scientist,130000.0,CAD,CA,100,Fully remote,CA,L,Data Science,1.254,103668.0,Senior-level (Intermediate),Full-time,Canada
2021,SE,FT,Data Scientist,130000.0,CAD,CA,100,Fully remote,CA,L,Data Science,1.3315,97634.0,Senior-level (Intermediate),Full-time,Canada
2021,SE,FT,Big Data Architect,125000.0,CAD,CA,50,Hybird,CA,M,Data Architect,1.341,93214.0,Senior-level (Intermediate),Full-time,Canada
2021,SE,FT,Big Data Architect,125000.0,CAD,CA,50,Hybird,CA,M,Data Architect,1.254,99681.0,Senior-level (Intermediate),Full-time,Canada
2021,SE,FT,Big Data Architect,125000.0,CAD,CA,50,Hybird,CA,M,Data Architect,1.3315,93879.0,Senior-level (Intermediate),Full-time,Canada
2022,SE,FT,Machine Learning Developer,100000.0,CAD,CA,100,Fully remote,CA,M,Machine Learning,1.341,74571.0,Senior-level (Intermediate),Full-time,Canada
2022,SE,FT,Machine Learning Developer,100000.0,CAD,CA,100,Fully remote,CA,M,Machine Learning,1.254,79745.0,Senior-level (Intermediate),Full-time,Canada
2022,SE,FT,Machine Learning Developer,100000.0,CAD,CA,100,Fully remote,CA,M,Machine Learning,1.3315,75103.0,Senior-level (Intermediate),Full-time,Canada
2022,EX,FT,Lead Data Engineer,150000.0,CAD,CA,100,Fully remote,CA,S,Data Engineering,1.341,111857.0,Executive-level / Director (Expert),Full-time,Canada
2022,EX,FT,Lead Data Engineer,150000.0,CAD,CA,100,Fully remote,CA,S,Data Engineering,1.254,119617.0,Executive-level / Director (Expert),Full-time,Canada
2022,EX,FT,Lead Data Engineer,150000.0,CAD,CA,100,Fully remote,CA,S,Data Engineering,1.3315,112655.0,Executive-level / Director (Expert),Full-time,Canada
2022,EX,FT,Director of Data Science,250000.0,CAD,CA,50,Hybird,CA,L,Leadership (DS),1.341,186428.0,Executive-level / Director (Expert),Full-time,Canada
2022,EX,FT,Director of Data Science,250000.0,CAD,CA,50,Hybird,CA,L,Leadership (DS),1.254,199362.0,Executive-level / Director (Expert),Full-time,Canada
2022,EX,FT,Director of Data Science,250000.0,CAD,CA,50,Hybird,CA,L,Leadership (DS),1.3315,187758.0,Executive-level / Director (Expert),Full-time,Canada
2020,MI,FT,Data Scientist,60000.0,GBP,GB,100,Fully remote,UK,S,Data Science,0.78,76923.0,Mid-level (Junior),Full-time,United Kingdom
2020,MI,FT,Data Scientist,60000.0,GBP,GB,100,Fully remote,UK,S,Data Science,0.727,82531.0,Mid-level (Junior),Full-time,United Kingdom
2020,MI,FT,Data Scientist,60000.0,GBP,GB,100,Fully remote,UK,S,Data Science,0.8831,67942.0,Mid-level (Junior),Full-time,United Kingdom
2021,MI,FT,Data Analyst,37456.0,GBP,GB,50,Hybird,UK,L,Data Analyst,0.78,48021.0,Mid-level (Junior),Full-time,United Kingdom
2021,MI,FT,Data Analyst,37456.0,GBP,GB,50,Hybird,UK,L,Data Analyst,0.727,51521.0,Mid-level (Junior),Full-time,United Kingdom
2021,MI,FT,Data Analyst,37456.0,GBP,GB,50,Hybird,UK,L,Data Analyst,0.8831,42414.0,Mid-level (Junior),Full-time,United Kingdom
2021,MI,FT,Data Engineer,60000.0,GBP,GB,100,Fully remote,UK,L,Data Engineering,0.78,76923.0,Mid-level (Junior),Full-time,United Kingdom
2021,MI,FT,Data Engineer,60000.0,GBP,GB,100,Fully remote,UK,L,Data Engineering,0.727,82531.0,Mid-level (Junior),Full-time,United Kingdom
2021,MI,FT,Data Engineer,60000.0,GBP,GB,100,Fully remote,UK,L,Data Engineering,0.8831,67942.0,Mid-level (Junior),Full-time,United Kingdom
2021,MI,FT,Data Engineer,48000.0,GBP,HK,50,Hybird,UK,S,Data Engineering,0.78,61538.0,Mid-level (Junior),Full-time,United Kingdom
2021,MI,FT,Data Engineer,48000.0,GBP,HK,50,Hybird,UK,S,Data Engineering,0.727,66025.0,Mid-level (Junior),Full-time,United Kingdom
2021,MI,FT,Data Engineer,48000.0,GBP,HK,50,Hybird,UK,S,Data Engineering,0.8831,54354.0,Mid-level (Junior),Full-time,United Kingdom
2021,MI,FT,Data Scientist,85000.0,GBP,GB,50,Hybird,UK,L,Data Science,0.78,108974.0,Mid-level (Junior),Full-time,United Kingdom
2021,MI,FT,Data Scientist,85000.0,GBP,GB,50,Hybird,UK,L,Data Science,0.727,116919.0,Mid-level (Junior),Full-time,United Kingdom
2021,MI,FT,Data Scientist,85000.0,GBP,GB,50,Hybird,UK,L,Data Science,0.8831,96252.0,Mid-level (Junior),Full-time,United Kingdom
2021,MI,FT,Data Scientist,40900.0,GBP,GB,50,Hybird,UK,L,Data Science,0.78,52436.0,Mid-level (Junior),Full-time,United Kingdom
2021,MI,FT,Data Scientist,40900.0,GBP,GB,50,Hybird,UK,L,Data Science,0.727,56259.0,Mid-level (Junior),Full-time,United Kingdom
2021,MI,FT,Data Scientist,40900.0,GBP,GB,50,Hybird,UK,L,Data Science,0.8831,46314.0,Mid-level (Junior),Full-time,United Kingdom
2021,MI,FT,Data Engineer,52500.0,GBP,GB,50,Hybird,UK,L,Data Engineering,0.78,67308.0,Mid-level (Junior),Full-time,United Kingdom
2021,MI,FT,Data Engineer,52500.0,GBP,GB,50,Hybird,UK,L,Data Engineering,0.727,72215.0,Mid-level (Junior),Full-time,United Kingdom
2021,MI,FT,Data Engineer,52500.0,GBP,GB,50,Hybird,UK,L,Data Engineering,0.8831,59450.0,Mid-level (Junior),Full-time,United Kingdom
2022,MI,FT,Data Scientist,50000.0,GBP,GB,0,On-site only,UK,M,Data Science,0.78,64103.0,Mid-level (Junior),Full-time,United Kingdom
2022,MI,FT,Data Scientist,50000.0,GBP,GB,0,On-site only,UK,M,Data Science,0.727,68776.0,Mid-level (Junior),Full-time,United Kingdom
2022,MI,FT,Data Scientist,50000.0,GBP,GB,0,On-site only,UK,M,Data Science,0.8831,56619.0,Mid-level (Junior),Full-time,United Kingdom
2022,MI,FT,Data Scientist,30000.0,GBP,GB,0,On-site only,UK,M,Data Science,0.78,38462.0,Mid-level (Junior),Full-time,United Kingdom
2022,MI,FT,Data Scientist,30000.0,GBP,GB,0,On-site only,UK,M,Data Science,0.727,41265.0,Mid-level (Junior),Full-time,United Kingdom
2022,MI,FT,Data Scientist,30000.0,GBP,GB,0,On-site only,UK,M,Data Science,0.8831,33971.0,Mid-level (Junior),Full-time,United Kingdom
2022,MI,FT,Data Engineer,60000.0,GBP,GB,0,On-site only,UK,M,Data Engineering,0.78,76923.0,Mid-level (Junior),Full-time,United Kingdom
2022,MI,FT,Data Engineer,60000.0,GBP,GB,0,On-site only,UK,M,Data Engineering,0.727,82531.0,Mid-level (Junior),Full-time,United Kingdom
2022,MI,FT,Data Engineer,60000.0,GBP,GB,0,On-site only,UK,M,Data Engineering,0.8831,67942.0,Mid-level (Junior),Full-time,United Kingdom
2022,MI,FT,Data Engineer,40000.0,GBP,GB,0,On-site only,UK,M,Data Engineering,0.78,51282.0,Mid-level (Junior),Full-time,United Kingdom
2022,MI,FT,Data Engineer,40000.0,GBP,GB,0,On-site only,UK,M,Data Engineering,0.727,55021.0,Mid-level (Junior),Full-time,United Kingdom
2022,MI,FT,Data Engineer,40000.0,GBP,GB,0,On-site only,UK,M,Data Engineering,0.8831,45295.0,Mid-level (Junior),Full-time,United Kingdom
2022,MI,FT,Machine Learning Engineer,95000.0,GBP,GB,0,On-site only,UK,M,Machine Learning,0.78,121795.0,Mid-level (Junior),Full-time,United Kingdom
2022,MI,FT,Machine Learning Engineer,95000.0,GBP,GB,0,On-site only,UK,M,Machine Learning,0.727,130674.0,Mid-level (Junior),Full-time,United Kingdom
2022,MI,FT,Machine Learning Engineer,95000.0,GBP,GB,0,On-site only,UK,M,Machine Learning,0.8831,107576.0,Mid-level (Junior),Full-time,United Kingdom
2022,MI,FT,Machine Learning Engineer,75000.0,GBP,GB,0,On-site only,UK,M,Machine Learning,0.78,96154.0,Mid-level (Junior),Full-time,United Kingdom
2022,MI,FT,Machine Learning Engineer,75000.0,GBP,GB,0,On-site only,UK,M,Machine Learning,0.727,103164.0,Mid-level (Junior),Full-time,United Kingdom
2022,MI,FT,Machine Learning Engineer,75000.0,GBP,GB,0,On-site only,UK,M,Machine Learning,0.8831,84928.0,Mid-level (Junior),Full-time,United Kingdom
2022,MI,FT,Data Engineer,90000.0,GBP,GB,0,On-site only,UK,M,Data Engineering,0.78,115385.0,Mid-level (Junior),Full-time,United Kingdom
2022,MI,FT,Data Engineer,90000.0,GBP,GB,0,On-site only,UK,M,Data Engineering,0.727,123796.0,Mid-level (Junior),Full-time,United Kingdom
2022,MI,FT,Data Engineer,90000.0,GBP,GB,0,On-site only,UK,M,Data Engineering,0.8831,101914.0,Mid-level (Junior),Full-time,United Kingdom
2022,MI,FT,Data Engineer,75000.0,GBP,GB,0,On-site only,UK,M,Data Engineering,0.78,96154.0,Mid-level (Junior),Full-time,United Kingdom
2022,MI,FT,Data Engineer,75000.0,GBP,GB,0,On-site only,UK,M,Data Engineering,0.727,103164.0,Mid-level (Junior),Full-time,United Kingdom
2022,MI,FT,Data Engineer,75000.0,GBP,GB,0,On-site only,UK,M,Data Engineering,0.8831,84928.0,Mid-level (Junior),Full-time,United Kingdom
2022,MI,FT,Data Analyst,40000.0,GBP,GB,100,Fully remote,UK,M,Data Analyst,0.78,51282.0,Mid-level (Junior),Full-time,United Kingdom
2022,MI,FT,Data Analyst,40000.0,GBP,GB,100,Fully remote,UK,M,Data Analyst,0.727,55021.0,Mid-level (Junior),Full-time,United Kingdom
2022,MI,FT,Data Analyst,40000.0,GBP,GB,100,Fully remote,UK,M,Data Analyst,0.8831,45295.0,Mid-level (Junior),Full-time,United Kingdom
2022,MI,FT,Data Scientist,55000.0,GBP,GB,0,On-site only,UK,M,Data Science,0.78,70513.0,Mid-level (Junior),Full-time,United Kingdom
2022,MI,FT,Data Scientist,55000.0,GBP,GB,0,On-site only,UK,M,Data Science,0.727,75653.0,Mid-level (Junior),Full-time,United Kingdom
2022,MI,FT,Data Scientist,55000.0,GBP,GB,0,On-site only,UK,M,Data Science,0.8831,62281.0,Mid-level (Junior),Full-time,United Kingdom
2022,MI,FT,Data Scientist,35000.0,GBP,GB,0,On-site only,UK,M,Data Science,0.78,44872.0,Mid-level (Junior),Full-time,United Kingdom
2022,MI,FT,Data Scientist,35000.0,GBP,GB,0,On-site only,UK,M,Data Science,0.727,48143.0,Mid-level (Junior),Full-time,United Kingdom
2022,MI,FT,Data Scientist,35000.0,GBP,GB,0,On-site only,UK,M,Data Science,0.8831,39633.0,Mid-level (Junior),Full-time,United Kingdom
2022,MI,FT,Data Engineer,60000.0,GBP,GB,100,Fully remote,UK,M,Data Engineering,0.78,76923.0,Mid-level (Junior),Full-time,United Kingdom
2022,MI,FT,Data Engineer,60000.0,GBP,GB,100,Fully remote,UK,M,Data Engineering,0.727,82531.0,Mid-level (Junior),Full-time,United Kingdom
2022,MI,FT,Data Engineer,60000.0,GBP,GB,100,Fully remote,UK,M,Data Engineering,0.8831,67942.0,Mid-level (Junior),Full-time,United Kingdom
2022,MI,FT,Data Engineer,45000.0,GBP,GB,100,Fully remote,UK,M,Data Engineering,0.78,57692.0,Mid-level (Junior),Full-time,United Kingdom
2022,MI,FT,Data Engineer,45000.0,GBP,GB,100,Fully remote,UK,M,Data Engineering,0.727,61898.0,Mid-level (Junior),Full-time,United Kingdom
2022,MI,FT,Data Engineer,45000.0,GBP,GB,100,Fully remote,UK,M,Data Engineering,0.8831,50957.0,Mid-level (Junior),Full-time,United Kingdom
2022,MI,FT,Data Engineer,80000.0,GBP,GB,100,Fully remote,UK,M,Data Engineering,0.78,102564.0,Mid-level (Junior),Full-time,United Kingdom
2022,MI,FT,Data Engineer,80000.0,GBP,GB,100,Fully remote,UK,M,Data Engineering,0.727,110041.0,Mid-level (Junior),Full-time,United Kingdom
2022,MI,FT,Data Engineer,80000.0,GBP,GB,100,Fully remote,UK,M,Data Engineering,0.8831,90590.0,Mid-level (Junior),Full-time,United Kingdom
2022,MI,FT,Data Engineer,70000.0,GBP,GB,100,Fully remote,UK,M,Data Engineering,0.78,89744.0,Mid-level (Junior),Full-time,United Kingdom
2022,MI,FT,Data Engineer,70000.0,GBP,GB,100,Fully remote,UK,M,Data Engineering,0.727,96286.0,Mid-level (Junior),Full-time,United Kingdom
2022,MI,FT,Data Engineer,70000.0,GBP,GB,100,Fully remote,UK,M,Data Engineering,0.8831,79266.0,Mid-level (Junior),Full-time,United Kingdom
2022,MI,FT,Data Engineer,75000.0,GBP,GB,100,Fully remote,UK,M,Data Engineering,0.78,96154.0,Mid-level (Junior),Full-time,United Kingdom
2022,MI,FT,Data Engineer,75000.0,GBP,GB,100,Fully remote,UK,M,Data Engineering,0.727,103164.0,Mid-level (Junior),Full-time,United Kingdom
2022,MI,FT,Data Engineer,75000.0,GBP,GB,100,Fully remote,UK,M,Data Engineering,0.8831,84928.0,Mid-level (Junior),Full-time,United Kingdom
2022,MI,FT,Data Scientist,140000.0,GBP,GB,0,On-site only,UK,M,Data Science,0.78,179487.0,Mid-level (Junior),Full-time,United Kingdom
2022,MI,FT,Data Scientist,140000.0,GBP,GB,0,On-site only,UK,M,Data Science,0.727,192572.0,Mid-level (Junior),Full-time,United Kingdom
2022,MI,FT,Data Scientist,140000.0,GBP,GB,0,On-site only,UK,M,Data Science,0.8831,158532.0,Mid-level (Junior),Full-time,United Kingdom
2022,MI,FT,Data Scientist,70000.0,GBP,GB,0,On-site only,UK,M,Data Science,0.78,89744.0,Mid-level (Junior),Full-time,United Kingdom
2022,MI,FT,Data Scientist,70000.0,GBP,GB,0,On-site only,UK,M,Data Science,0.727,96286.0,Mid-level (Junior),Full-time,United Kingdom
2022,MI,FT,Data Scientist,70000.0,GBP,GB,0,On-site only,UK,M,Data Science,0.8831,79266.0,Mid-level (Junior),Full-time,United Kingdom
2022,MI,FT,Data Analyst,50000.0,GBP,GB,0,On-site only,UK,M,Data Analyst,0.78,64103.0,Mid-level (Junior),Full-time,United Kingdom
2022,MI,FT,Data Analyst,50000.0,GBP,GB,0,On-site only,UK,M,Data Analyst,0.727,68776.0,Mid-level (Junior),Full-time,United Kingdom
2022,MI,FT,Data Analyst,50000.0,GBP,GB,0,On-site only,UK,M,Data Analyst,0.8831,56619.0,Mid-level (Junior),Full-time,United Kingdom
2022,MI,FT,Data Analyst,35000.0,GBP,GB,0,On-site only,UK,M,Data Analyst,0.78,44872.0,Mid-level (Junior),Full-time,United Kingdom
2022,MI,FT,Data Analyst,35000.0,GBP,GB,0,On-site only,UK,M,Data Analyst,0.727,48143.0,Mid-level (Junior),Full-time,United Kingdom
2022,MI,FT,Data Analyst,35000.0,GBP,GB,0,On-site only,UK,M,Data Analyst,0.8831,39633.0,Mid-level (Junior),Full-time,United Kingdom
2021,EN,FT,Research Scientist,60000.0,GBP,GB,50,Hybird,UK,L,Research,0.78,76923.0,Entry-level,Full-time,United Kingdom
2021,EN,FT,Research Scientist,60000.0,GBP,GB,50,Hybird,UK,L,Research,0.727,82531.0,Entry-level,Full-time,United Kingdom
2021,EN,FT,Research Scientist,60000.0,GBP,GB,50,Hybird,UK,L,Research,0.8831,67942.0,Entry-level,Full-time,United Kingdom
2021,EN,FT,Applied Data Scientist,80000.0,GBP,GB,0,On-site only,UK,L,Data Science,0.78,102564.0,Entry-level,Full-time,United Kingdom
2021,EN,FT,Applied Data Scientist,80000.0,GBP,GB,0,On-site only,UK,L,Data Science,0.727,110041.0,Entry-level,Full-time,United Kingdom
2021,EN,FT,Applied Data Scientist,80000.0,GBP,GB,0,On-site only,UK,L,Data Science,0.8831,90590.0,Entry-level,Full-time,United Kingdom
